,BS1,BS2,BS3,BS4,BS5
LOC_Os11g16590,0,0,0,0,0
LOC_Os11g16600,0,0,0,0,0
LOC_Os11g16610,0,0,0,0,0
LOC_Os11g16630,0,0,0,0,0
LOC_Os11g16640,0,0,0,0,0
LOC_Os11g16650,0,0,0,0,0
LOC_Os11g16660,0,0,0,0,0
LOC_Os11g16670,0,0,0,0,0
LOC_Os11g16680,0,0,0,0,0
LOC_Os11g16690,0,0,0,0,0
LOC_Os11g16710,0,0,0,0,0
LOC_Os11g16720,17,0,0,0,0
LOC_Os11g16730,0,0,0,0,0
LOC_Os11g16740,0,0,0,0,0
LOC_Os11g16750,0,0,0,0,0
LOC_Os11g16760,0,0,0,0,0
LOC_Os11g16770,0,0,0,0,0
LOC_Os11g16780,0,0,0,0,0
LOC_Os11g16790,0,0,0,0,0
LOC_Os11g16800,0,0,0,0,0
LOC_Os11g16810,0,0,0,0,0
LOC_Os11g16820,0,0,0,0,0
LOC_Os11g16830,0,0,0,0,0
LOC_Os11g16840,0,0,0,0,0
LOC_Os11g16850,0,0,0,0,0
LOC_Os11g16870,0,0,0,0,0
LOC_Os11g16890,0,0,0,0,0
LOC_Os11g16900,0,0,0,0,0
LOC_Os11g16910,0,0,0,0,0
LOC_Os11g16920,0,0,0,0,0
LOC_Os11g16924,0,0,0,50,0
LOC_Os11g16940,0,0,0,0,0
LOC_Os11g16950,0,0,0,0,0
LOC_Os11g16960,0,0,0,0,0
LOC_Os11g16970,0,0,0,0,0
LOC_Os11g16990,0,0,0,0,0
LOC_Os11g17014,0,0,0,0,0
LOC_Os11g17030,0,0,0,0,0
LOC_Os11g17040,0,0,0,0,0
LOC_Os11g17060,0,0,0,0,0
LOC_Os11g17070,0,0,0,0,0
LOC_Os11g17080,0,79,0,0,0
LOC_Os11g17090,0,0,0,0,0
LOC_Os11g17100,0,0,0,0,0
LOC_Os11g17110,0,0,0,0,0
LOC_Os11g17120,0,0,0,0,0
LOC_Os11g17130,0,0,0,0,0
LOC_Os11g17150,0,0,0,0,0
LOC_Os11g17160,0,0,0,0,0
LOC_Os11g17180,0,0,0,0,0
LOC_Os11g17190,0,0,0,0,0
LOC_Os11g17200,0,0,0,0,0
LOC_Os11g17220,0,0,0,0,0
LOC_Os11g17230,0,0,0,0,0
LOC_Os11g17240,0,0,0,0,0
LOC_Os11g17250,0,0,0,0,0
LOC_Os11g17260,0,0,0,0,0
LOC_Os11g17270,0,0,0,0,0
LOC_Os11g17280,0,0,0,0,0
LOC_Os11g17290,524,642,687,887,633
LOC_Os11g17300,0,0,0,0,0
LOC_Os11g17310,0,0,0,0,0
LOC_Os11g17320,0,0,0,0,0
LOC_Os11g17330,0,2,0,77,0
LOC_Os11g17340,0,0,0,0,0
LOC_Os11g17350,0,0,0,0,0
LOC_Os11g17360,0,0,0,0,0
LOC_Os11g17370,0,0,0,0,0
LOC_Os11g17380,0,0,0,0,0
LOC_Os11g17390,0,0,0,0,0
LOC_Os11g17400,0,0,0,0,0
LOC_Os11g17410,0,0,0,0,0
LOC_Os11g17420,0,0,0,0,0
LOC_Os11g17430,0,0,0,0,0
LOC_Os11g17440,0,0,0,0,0
LOC_Os11g17450,0,0,0,0,0
LOC_Os11g17460,0,0,0,0,0
LOC_Os11g17480,0,0,0,0,0
LOC_Os11g17490,0,0,0,0,0
LOC_Os11g17504,0,0,0,0,0
LOC_Os11g17520,0,0,0,0,0
LOC_Os11g17530,1,11,28,0,2
LOC_Os11g17540,0,1,0,0,0
LOC_Os11g17560,0,0,0,0,0
LOC_Os11g17570,0,0,0,0,0
LOC_Os11g17580,0,0,0,0,0
LOC_Os11g17600,0,0,0,0,35
LOC_Os11g17610,81,228,0,49,22
LOC_Os11g17620,0,0,0,0,0
LOC_Os11g17630,0,0,0,0,0
LOC_Os11g17640,0,0,0,0,0
LOC_Os11g17650,0,0,0,0,0
LOC_Os11g17660,0,0,0,0,0
LOC_Os11g17670,0,0,0,0,0
LOC_Os11g17690,0,0,0,0,0
LOC_Os11g17700,0,0,0,0,0
LOC_Os11g17710,0,0,0,0,0
LOC_Os11g17720,0,0,0,0,0
LOC_Os11g17730,0,0,0,0,0
LOC_Os11g17740,0,0,0,0,0
LOC_Os11g17760,0,0,0,0,0
LOC_Os11g17770,0,0,0,0,0
LOC_Os11g17780,0,0,0,0,0
LOC_Os11g17790,0,0,0,0,0
LOC_Os11g17799,0,1,0,0,0
LOC_Os11g17810,0,0,0,0,0
LOC_Os11g17830,0,0,0,0,0
LOC_Os11g17840,0,0,0,0,0
LOC_Os11g17850,0,0,0,0,0
LOC_Os11g17870,0,0,0,0,0
LOC_Os11g17880,0,0,0,0,0
LOC_Os11g17890,0,0,0,0,0
LOC_Os11g17900,0,0,0,0,0
LOC_Os11g17910,0,0,0,0,0
LOC_Os11g17920,0,0,0,0,0
LOC_Os11g17930,131,191,21,22,166
LOC_Os11g17940,0,0,0,0,0
LOC_Os11g17954,0,0,0,0,0
LOC_Os11g17970,19,0,0,6,0
LOC_Os11g17980,0,0,0,0,0
LOC_Os11g17990,0,0,0,0,0
LOC_Os11g18000,0,0,0,0,0
LOC_Os11g18010,0,0,0,0,0
LOC_Os11g18020,0,0,0,0,0
LOC_Os11g18044,0,98,1,0,55
LOC_Os11g18070,0,0,0,0,0
LOC_Os11g18080,0,0,0,0,0
LOC_Os11g18100,0,0,0,0,0
LOC_Os11g18110,0,0,0,0,0
LOC_Os11g18120,0,0,0,0,0
LOC_Os11g18130,0,0,0,0,0
LOC_Os11g18140,0,0,0,0,0
LOC_Os11g18160,0,0,0,0,0
LOC_Os11g18170,66,147,129,140,121
LOC_Os11g18194,0,0,0,0,0
LOC_Os11g18220,0,0,0,0,0
LOC_Os11g18230,0,0,0,0,0
LOC_Os11g18240,0,0,0,0,0
LOC_Os11g18250,0,0,0,0,0
LOC_Os11g18260,0,0,0,0,0
LOC_Os11g18270,0,0,0,0,0
LOC_Os11g18280,0,0,0,0,0
LOC_Os11g18290,0,0,0,0,0
LOC_Os11g18300,0,0,0,0,0
LOC_Os11g18310,0,0,0,0,0
LOC_Os11g18320,0,0,0,0,0
LOC_Os11g18340,0,0,0,0,0
LOC_Os11g18366,0,0,0,0,0
LOC_Os11g18382,0,0,0,0,0
LOC_Os11g18400,0,0,0,0,0
LOC_Os11g18410,0,0,0,0,0
LOC_Os11g18420,0,0,0,0,0
LOC_Os11g18430,0,0,0,0,0
LOC_Os11g18440,0,0,0,0,0
LOC_Os11g18450,0,0,0,0,0
LOC_Os11g18470,0,0,0,0,0
LOC_Os11g18480,0,0,0,0,0
LOC_Os11g18490,1,0,0,0,0
LOC_Os11g18500,0,0,0,0,0
LOC_Os11g18510,0,0,0,0,0
LOC_Os11g18520,0,0,0,0,0
LOC_Os11g18530,0,0,0,0,0
LOC_Os11g18540,0,0,0,0,0
LOC_Os11g18550,0,0,0,0,0
LOC_Os11g18560,0,0,0,0,0
LOC_Os11g18570,0,0,0,0,63
LOC_Os11g18580,28.545,0,0,0,0
LOC_Os11g18590,0,0,0,0,0
LOC_Os11g18600,0,0,0,0,0
LOC_Os11g18610,0,0,0,0,0
LOC_Os11g18620,0,0,0,0,0
LOC_Os11g18630,0,0,0,0,0
LOC_Os11g18640,0,0,0,0,0
LOC_Os11g18660,0,0,0,0,0
LOC_Os11g18670,0,0,0,0,0
LOC_Os11g18680,0,0,0,0,0
LOC_Os11g18690,0,0,0,0,0
LOC_Os11g18700,0,0,0,0,0
LOC_Os11g18710,0,0,0,0,0
LOC_Os11g18720,0,0,0,0,0
LOC_Os11g18730,0,0,0,0,0
LOC_Os11g18740,0,0,0,0,0
LOC_Os11g18750,0,0,0,0,0
LOC_Os11g18760,0,0,0,0,0
LOC_Os11g18770,141,128,82,307,231
LOC_Os11g18780,0,0,0,0,0
LOC_Os11g18790,0,0,0,0,0
LOC_Os11g18800,0,0,0,0,0
LOC_Os11g18810,0,0,0,0,0
LOC_Os11g18820,0,0,0,0,0
LOC_Os11g18830,0,0,0,0,0
LOC_Os11g18850,0,0,0,0,0
LOC_Os11g18860,0,0,0,0,0
LOC_Os11g18870,0,0,0,0,0
LOC_Os11g18880,81,245,125,1,116
LOC_Os11g18890,0,0,0,0,0
LOC_Os11g18900,0,0,0,0,0
LOC_Os11g18910,0,0,0,0,0
LOC_Os11g18919,0,0,0,0,0
LOC_Os11g18930,0,0,0,0,0
LOC_Os11g18940,0,0,0,0,0
LOC_Os11g18947,131,57,141,54,73
LOC_Os11g18954,0,0,0,0,0
LOC_Os11g18961,0,0,0,0,0
LOC_Os11g18970,0,0,0,0,0
LOC_Os11g18980,0,0,0,0,0
LOC_Os11g18990,134,126,381,285,219
LOC_Os11g19000,0,0,0,0,0
LOC_Os11g19010,0,0,0,0,0
LOC_Os11g19020,0,0,0,0,0
LOC_Os11g19030,0,0,0,0,0
LOC_Os11g19040,0,0,0,0,0
LOC_Os11g19050,0,0,0,0,0
LOC_Os11g19060,0,0,0,0,0
LOC_Os11g19070,0,0,0,0,0
LOC_Os11g19100,7,56,41,0,0
LOC_Os11g19110,0,0,0,0,0
LOC_Os11g19120,0,0,0,0,0
LOC_Os11g19130,89,75,163,159,219
LOC_Os11g19140,0,0,0,0,0
LOC_Os11g19149,0,0,51,0,1
LOC_Os11g19160,0,0,0,0,0
LOC_Os11g19170,0,0,0,0,0
LOC_Os11g19180,0,0,0,0,0
LOC_Os11g19190,0,0,0,0,0
LOC_Os11g19200,0,0,0,0,0
LOC_Os11g19210,0,0,0,0,0
LOC_Os11g19220,0,22,31,0,16
LOC_Os11g19230,0,0,0,0,0
LOC_Os11g19240,0,0,0,0,0
LOC_Os11g19250,116,86,23,39,34
LOC_Os11g19260,0,0,0,0,0
LOC_Os11g19270,0,0,0,0,0
LOC_Os11g19280,0,0,0,0,0
LOC_Os11g19290,0,0,0,0,0
LOC_Os11g19300,0,0,0,0,0
LOC_Os11g19310,0,0,0,0,0
LOC_Os11g19320,0,0,0,0,0
LOC_Os11g19330,0,0,0,0,0
LOC_Os11g19340,0,0,0,0,0
LOC_Os11g19350,0,0,0,0,0
LOC_Os11g19360,0,0,0,0,0
LOC_Os11g19370,0,0,0,0,0
LOC_Os11g19380,0,0,0,0,0
LOC_Os11g19390,0,0,0,0,0
LOC_Os11g19400,0,0,0,0,0
LOC_Os11g19410,0,0,0,0,0
LOC_Os11g19420,0,0,0,0,0
LOC_Os11g19430,0,0,0,0,0
LOC_Os11g19440,0,0,0,0,0
LOC_Os11g19450,0,0,0,0,0
LOC_Os11g19454,0,0,0,0,0
LOC_Os11g19460,94,277,155,53,51
LOC_Os11g19470,0,0,0,0,0
LOC_Os11g19480,0,0,0,0,0
LOC_Os11g19490,0,0,0,0,0
LOC_Os11g19500,0,0,0,0,0
LOC_Os11g19510,0,0,0,0,0
LOC_Os11g19520,0,0,0,0,0
LOC_Os11g19530,0,0,0,0,0
LOC_Os11g19540,0,0,0,0,0
LOC_Os11g19550,0,0,0,0,0
LOC_Os11g19560,0,0,0,0,0
LOC_Os11g19570,0,0,0,0,0
LOC_Os11g19580,0,0,0,0,0
LOC_Os11g19590,0,0,0,0,0
LOC_Os11g19600,0,0,0,0,0
LOC_Os11g19610,0,0,0,0,0
LOC_Os11g19620,0,0,0,0,0
LOC_Os11g19630,0,0,0,0,0
LOC_Os11g19640,0,0,0,0,0
LOC_Os11g19650,0,0,0,0,0
LOC_Os11g19660,0,0,0,0,0
LOC_Os11g19670,0,0,0,0,0
LOC_Os11g19680,0,0,0,0,0
LOC_Os11g19690,0,0,0,0,0
LOC_Os11g19700,317,264,182,39,216
LOC_Os11g19710,0,0,0,0,0
LOC_Os11g19720,5,147,0,0,93
LOC_Os11g19730,0,0,0,0,0
LOC_Os11g19740,0,0,0,0,0
LOC_Os11g19760,0,0,0,0,0
LOC_Os11g19764,59,29,36,0,0
LOC_Os11g19770,0,0,0,0,0
LOC_Os11g19780,0,0,0,0,0
LOC_Os11g19790,0,0,0,0,0
LOC_Os11g19800,51,58,89,58,74
LOC_Os11g19810,143,123,244,32,392
LOC_Os11g19820,0,0,0,0,0
LOC_Os11g19830,0,0,0,0,0
LOC_Os11g19840,0,0,0,0,0
LOC_Os11g19850,0,0,0,0,0
LOC_Os11g19864,0,0,0,0,0
LOC_Os11g19880,0,0,0,0,0
LOC_Os11g19890,0,0,0,0,0
LOC_Os11g19900,0,0,0,0,0
LOC_Os11g19910,0,0,0,0,0
LOC_Os11g19920,0,0,0,0,0
LOC_Os11g19930,0,0,0,0,0
LOC_Os11g19940,0,0,0,0,0
LOC_Os11g19950,0,0,0,0,0
LOC_Os11g19960,0,0,0,0,0
LOC_Os11g19970,0,0,0,0,0
LOC_Os11g19980,0,0,0,0,0
LOC_Os11g19990,0,0,0,0,0
LOC_Os11g20000,0,0,0,0,0
LOC_Os11g20010,0,0,0,0,0
LOC_Os11g20020,0,0,0,0,0
LOC_Os11g20030,0,0,0,0,0
LOC_Os11g20040,0,0,0,0,0
LOC_Os11g20050,0,0,0,0,0
LOC_Os11g20060,0,0,0,0,0
LOC_Os11g20070,0,0,0,0,0
LOC_Os11g20080,0,0,0,0,0
LOC_Os11g20090,0,0,0,0,0
LOC_Os11g20100,0,0,0,0,0
LOC_Os11g20110,0,0,0,0,0
LOC_Os11g20130,0,0,0,0,0
LOC_Os11g20140,0,0,0,0,0
LOC_Os11g20150,0,0,0,0,0
LOC_Os11g20160,0,0,0,0,0
LOC_Os11g20170,93,0,7,0,0
LOC_Os11g20179,0,32.684,0,2,16.248
LOC_Os11g20190,0,0,0,0,0
LOC_Os11g20200,0,0,0,0,0
LOC_Os11g20210,0,0,0,0,0
LOC_Os11g20220,0,0,0,0,0
LOC_Os11g20239,0,0,0,0,0
LOC_Os11g20260,0,0,0,0,0
LOC_Os11g20270,0,0,0,0,0
LOC_Os11g20280,0,0,0,0,0
LOC_Os11g20290,0,0,0,0,0
LOC_Os11g20300,0,0,0,0,0
LOC_Os11g20310,210,11,98,4,73.2
LOC_Os11g20320,0,0,0,0,0
LOC_Os11g20330,71,1,37,0,29
LOC_Os11g20350,0,0,0,0,0
LOC_Os11g20360,0,0,0,0,0
LOC_Os11g20370,0,0,0,0,0
LOC_Os11g20384,0,0,1,0,0
LOC_Os11g20400,0,0,0,0,0
LOC_Os11g20410,0,0,0,0,0
LOC_Os11g20420,0,0,0,0,0
LOC_Os11g20430,0,0,0,0,0
LOC_Os11g20440,0,0,0,0,0
LOC_Os11g20450,0,0,0,0,0
LOC_Os11g20460,0,0,0,0,0
LOC_Os11g20470,0,0,0,0,0
LOC_Os11g20480,0,0,0,0,0
LOC_Os11g20490,0,0,0,0,0
LOC_Os11g20500,0,0,0,0,0
LOC_Os11g20510,0,0,0,0,0
LOC_Os11g20520,0,0,0,0,0
LOC_Os11g20530,0,0,0,0,0
LOC_Os11g20554,54,110,0,41,0
LOC_Os11g20570,0,0,0,0,0
LOC_Os11g20580,0,0,0,0,0
LOC_Os11g20590,0,0,0,0,0
LOC_Os11g20600,0,0,0,0,0
LOC_Os11g20610,0,0,0,0,0
LOC_Os11g20620,0,0,0,0,0
LOC_Os11g20640,0,0,0,0,0
LOC_Os11g20650,0,0,0,0,0
LOC_Os11g20660,0,0,0,0,0
LOC_Os11g20670,0,0,0,0,0
LOC_Os11g20689,4,0,21,0,54
LOC_Os11g20710,0,0,0,0,0
LOC_Os11g20720,0,0,0,0,0
LOC_Os11g20730,0,0,0,0,0
LOC_Os11g20740,0,0,0,0,0
LOC_Os11g20750,0,0,0,0,0
LOC_Os11g20760,0,0,0,0,0
LOC_Os11g20770,0,0,0,0,0
LOC_Os11g20780,0,0,0,0,0
LOC_Os11g20790,60,81,211,21,157
LOC_Os11g21790,0,0,0,0,0
LOC_Os11g21800,0,0,0,0,0
LOC_Os11g21804,220,36,39,476,35
LOC_Os11g21810,0,0,0,0,0
LOC_Os11g21820,0,0,0,0,0
LOC_Os11g21830,0,0,0,0,0
LOC_Os11g21840,0,0,0,0,0
LOC_Os11g21850,0,0,0,0,0
LOC_Os11g21860,0,0,0,0,0
LOC_Os11g21870,0,0,0,0,0
LOC_Os11g21880,0,0,0,0,0
LOC_Os11g21890,0,0,0,0,0
LOC_Os11g21900,0,0,0,0,0
LOC_Os11g21910,0,54,0,0,2
LOC_Os11g21920,0,0,0,0,0
LOC_Os11g21930,0,0,0,0,0
LOC_Os11g21940,0,0,0,0,0
LOC_Os11g21950,0,0,0,0,0
LOC_Os11g21960,0,0,0,0,0
LOC_Os11g21970,0,0,0,0,0
LOC_Os11g21980,0,0,0,0,0
LOC_Os11g21990,1047,1977,1003,495,1024
LOC_Os11g22000,0,0,0,0,0
LOC_Os11g22010,0,0,0,0,0
LOC_Os11g22020,0,0,0,0,0
LOC_Os11g22030,0,0,0,0,0
LOC_Os11g22040,0,0,0,0,0
LOC_Os11g22050,0,0,0,0,0
LOC_Os11g22060,0,0,0,0,0
LOC_Os11g22070,0,0,0,0,0
LOC_Os11g22080,0,0,0,0,0
LOC_Os11g22090,0,0,0,0,0
LOC_Os11g22100,0,0,0,0,0
LOC_Os11g22110,0,0,0,0,0
LOC_Os11g22120,0,0,0,0,0
LOC_Os11g22130,0,0,0,0,0
LOC_Os11g22140,0,0,0,0,0
LOC_Os11g22150,0,0,0,0,0
LOC_Os11g22154,0,0,0,0,0
LOC_Os11g22160,0,0,0,0,0
LOC_Os11g22170,0,0,0,0,0
LOC_Os11g22180,0,0,0,0,0
LOC_Os11g22190,0,0,0,0,0
LOC_Os11g22200,0,0,0,0,0
LOC_Os11g22210,0,0,0,0,0
LOC_Os11g22220,0,0,0,0,0
LOC_Os11g22230,0,0,0,0,0
LOC_Os11g22240,0,0,0,0,0
LOC_Os11g22250,0,0,0,0,0
LOC_Os11g22260,0,0,0,0,0
LOC_Os11g22270,0,0,0,0,0
LOC_Os11g22280,0,0,0,0,0
LOC_Os11g22290,0,0,0,0,0
LOC_Os11g22300,0,0,0,0,0
LOC_Os11g22310,0,0,0,0,0
LOC_Os11g22320,0,0,0,0,0
LOC_Os11g22330,0,0,0,0,0
LOC_Os11g22336,0,0,0,0,0
LOC_Os11g22342,0,0,0,0,0
LOC_Os11g22350,71,294,0,82,1
LOC_Os11g22360,0,0,0,0,0
LOC_Os11g22370,0,0,0,0,0
LOC_Os11g22380,0,0,0,0,0
LOC_Os11g22390,0,0,0,0,0
LOC_Os11g22396,36,41,0,0,101
LOC_Os11g22404,0,0,71,1,0
LOC_Os11g22420,0,0,0,0,0
LOC_Os11g22430,0,0,0,0,0
LOC_Os11g22440,0,0,0,0,0
LOC_Os11g22449,0,0,0,0,0
LOC_Os11g22460,0,0,0,0,0
LOC_Os11g22470,0,0,0,0,0
LOC_Os11g22480,0,0,0,0,0
LOC_Os11g22490,0,0,0,0,0
LOC_Os11g22500,0,0,0,0,0
LOC_Os11g22510,0,0,0,0,0
LOC_Os11g22530,0,0,0,0,0
LOC_Os11g22540,0,0,0,0,0
LOC_Os11g22550,0,0,0,0,0
LOC_Os11g22560,0,0,0,0,0
LOC_Os11g22570,0,0,0,0,0
LOC_Os11g22580,0,0,0,0,0
LOC_Os11g22590,0,0,0,0,0
LOC_Os11g22600,0,0,0,0,0
LOC_Os11g22610,0,0,0,0,0
LOC_Os11g22620,0,0,0,0,0
LOC_Os11g22630,0,0,0,0,0
LOC_Os11g22640,0,0,0,0,0
LOC_Os11g22650,0,0,0,0,0
LOC_Os11g22660,0,0,0,0,0
LOC_Os11g22670,0,0,0,0,0
LOC_Os11g22690,0,0,0,0,0
LOC_Os11g22700,0,0,0,0,0
LOC_Os11g22710,0,0,0,0,0
LOC_Os11g22720,0,0,0,0,0
LOC_Os11g22730,0,0,0,0,0
LOC_Os11g22740,0,0,0,0,0
LOC_Os11g22750,0,0,0,0,0
LOC_Os11g22760,0,0,0,0,0
LOC_Os11g22770,0,0,0,0,0
LOC_Os11g22780,0,0,0,0,0
LOC_Os11g22790,0,0,0,0,0
LOC_Os11g22800,0,0,0,0,0
LOC_Os11g22810,0,0,30,0,0
LOC_Os11g22820,0,0,0,0,0
LOC_Os11g22830,0,0,0,0,0
LOC_Os11g22840,0,0,0,0,0
LOC_Os11g22850,0,0,0,0,0
LOC_Os11g22860,0,0,0,0,0
LOC_Os11g22870,0,0,0,0,0
LOC_Os11g22880,0,0,0,0,0
LOC_Os11g22890,0,0,0,0,0
LOC_Os11g22900,0,0,0,0,0
LOC_Os11g22910,0,0,0,0,0
LOC_Os11g22920,0,0,0,0,0
LOC_Os11g22930,0,0,0,0,0
LOC_Os11g22940,0,0,0,0,0
LOC_Os11g22950,0,0,0,0,0
LOC_Os11g22960,0,0,0,0,0
LOC_Os11g22970,0,0,0,0,0
LOC_Os11g22980,0,0,0,0,0
LOC_Os11g23000,0,0,0,0,0
LOC_Os11g23010,0,0,0,0,0
LOC_Os11g23020,0,0,0,0,0
LOC_Os11g23030,0,0,0,0,0
LOC_Os11g23040,0,0,0,0,0
LOC_Os11g23050,0,0,0,0,0
LOC_Os11g23060,0,0,0,0,0
LOC_Os11g23070,0,0,0,0,0
LOC_Os11g23080,0,0,48,0,0
LOC_Os11g23090,0,0,0,0,0
LOC_Os11g23100,0,0,0,0,0
LOC_Os11g23110,0,0,0,0,0
LOC_Os11g23120,0,0,0,0,0
LOC_Os11g23130,0,0,0,0,0
LOC_Os11g23140,0,0,0,0,0
LOC_Os11g23150,0,0,0,0,0
LOC_Os11g23160,0,0,0,0,0
LOC_Os11g23170,9,13,2,83,83
LOC_Os11g23180,0,0,0,0,0
LOC_Os11g23200,0,0,0,0,0
LOC_Os11g23210,0,0,0,0,0
LOC_Os11g23220,0,0,0,0,0
LOC_Os11g23230,0,0,0,0,0
LOC_Os11g23232,0,0,0,0,0
LOC_Os11g23234,0,0,0,0,0
LOC_Os11g23236,0,0,0,0,0
LOC_Os11g23238,0,0,0,0,0
LOC_Os11g23242,0,0,0,0,0
LOC_Os11g23244,0,0,0,0,0
LOC_Os11g23246,0,0,0,0,0
LOC_Os11g23736,0,0,0,0,0
LOC_Os11g23740,0,0,0,0,0
LOC_Os11g23750,0,0,0,0,0
LOC_Os11g23760,0,0,0,0,0
LOC_Os11g23770,0,0,0,0,0
LOC_Os11g23780,0,0,0,0,0
LOC_Os11g23790,221,357,237,43,255
LOC_Os11g23800,0,0,0,0,0
LOC_Os11g23810,0,0,0,0,0
LOC_Os11g23820,0,0,0,0,0
LOC_Os11g23830,0,0,0,0,0
LOC_Os11g23840,0,0,0,0,0
LOC_Os11g23850,0,0,0,0,0
LOC_Os11g23860,0,0,0,0,0
LOC_Os11g23870,0,0,0,0,0
LOC_Os11g23880,0,34,2,1,66
LOC_Os11g23890,0,0,0,0,0
LOC_Os11g23900,0,0,0,0,0
LOC_Os11g23910,0,0,0,0,0
LOC_Os11g23920,0,0,0,0,0
LOC_Os11g23930,0,0,0,0,0
LOC_Os11g23940,0,0,0,0,0
LOC_Os11g23950,0,0,0,0,0
LOC_Os11g23970,0,0,0,0,0
LOC_Os11g23980,0,0,0,0,0
LOC_Os11g23990,0,0,0,0,0
LOC_Os11g24000,0,0,0,0,0
LOC_Os11g24006,0,0,0,0,0
LOC_Os11g24012,0,0,0,0,0
LOC_Os11g24020,0,0,0,0,0
LOC_Os11g24030,0,0,0,0,0
LOC_Os11g24040,0,0,0,0,0
LOC_Os11g24050,588,732,470,429,714
LOC_Os11g24060,0,0,0,0,0
LOC_Os11g24070,14,36,10,3,16
LOC_Os11g24080,0,0,0,0,0
LOC_Os11g24090,0,0,0,0,0
LOC_Os11g24100,0,0,0,0,0
LOC_Os11g24110,0,0,0,0,0
LOC_Os11g24120,44,0,56,0,0
LOC_Os11g24130,0,0,0,0,0
LOC_Os11g24140,0,0,0,0,0
LOC_Os11g24150,0,0,0,0,0
LOC_Os11g24170,1,5,0,124,0
LOC_Os11g24180,0,0,0,0,0
LOC_Os11g24210,0,0,0,0,0
LOC_Os11g24220,0,0,0,0,0
LOC_Os11g24230,0,0,0,0,0
LOC_Os11g24240,0,0,0,0,0
LOC_Os11g24250,0,0,0,0,0
LOC_Os11g24260,0,0,0,0,0
LOC_Os11g24270,0,0,0,0,0
LOC_Os11g24280,0,0,0,0,0
LOC_Os11g24290,0,0,0,0,0
LOC_Os11g24300,0,0,0,0,0
LOC_Os11g24310,0,0,0,0,0
LOC_Os11g24320,0,0,0,0,0
LOC_Os11g24330,0,0,0,0,0
LOC_Os11g24340,0,0,0,0,0
LOC_Os11g24360,0,0,0,0,0
LOC_Os11g24374,0,0,0,0,0
LOC_Os11g24420,0,0,0,0,0
LOC_Os11g24430,0,0,0,0,0
LOC_Os11g24440,0,0,0,0,0
LOC_Os11g24450,934,894,740,324,376
LOC_Os11g24460,0,0,0,0,0
LOC_Os11g24470,0,0,0,0,0
LOC_Os11g24484,0,0,0,0,0
LOC_Os11g24500,0,0,0,0,0
LOC_Os11g24510,247,254,101,140,222
LOC_Os11g24520,0,0,0,0,0
LOC_Os11g24530,0,0,0,0,0
LOC_Os11g24540,5,426,103,195,190
LOC_Os11g24550,0,0,0,0,0
LOC_Os11g24560,110,593,225,103,247
LOC_Os11g24570,0,0,0,0,0
LOC_Os11g24580,0,0,0,0,0
LOC_Os11g24590,0,0,0,0,0
LOC_Os11g24600,0,0,0,0,0
LOC_Os11g24610,6,0,8,0,0
LOC_Os11g24620,0,0,0,0,0
LOC_Os11g24630,0,0,32,0,0
LOC_Os11g24640,0,0,0,0,0
LOC_Os11g24650,0,0,0,0,0
LOC_Os11g24660,0,0,0,0,0
LOC_Os11g24670,0,0,0,0,0
LOC_Os11g24680,0,0,0,0,0
LOC_Os11g24690,0,0,0,0,0
LOC_Os11g24730,0,0,0,0,0
LOC_Os11g24740,0,0,0,0,0
LOC_Os11g24750,0,0,0,0,0
LOC_Os11g24760,0,0,0,0,0
LOC_Os11g24770,0,0,0,0,0
LOC_Os11g24780,0,0,0,0,0
LOC_Os11g24790,1,2,0,0,0
LOC_Os11g24800,19,0,0,0,0
LOC_Os11g24810,0,0,0,0,0
LOC_Os11g24824,23,0,0,0,0
LOC_Os11g24840,0,0,0,0,0
LOC_Os11g24850,0,0,0,0,0
LOC_Os11g24860,0,0,0,0,0
LOC_Os11g24870,0,0,0,0,0
LOC_Os11g24880,0,0,0,0,0
LOC_Os11g24890,0,0,0,0,0
LOC_Os11g24900,0,0,0,0,0
LOC_Os11g24910,0,0,0,0,0
LOC_Os11g24920,0,0,0,0,0
LOC_Os11g24930,0,0,0,0,0
LOC_Os11g24940,0,0,0,0,0
LOC_Os11g24950,0,0,0,0,0
LOC_Os11g24964,0,0,0,0,0
LOC_Os11g24980,0,0,0,0,0
LOC_Os11g24990,0,0,0,0,0
LOC_Os11g25000,0,0,0,0,0
LOC_Os11g25010,0,0,0,0,0
LOC_Os11g25020,0,0,0,0,0
LOC_Os11g25030,0,0,0,0,0
LOC_Os11g25040,0,51,16,0,0
LOC_Os11g25050,0,0,0,0,0
LOC_Os11g25060,0,0,0,0,0
LOC_Os11g25070,0,0,0,0,0
LOC_Os11g25080,0,0,0,0,0
LOC_Os11g25090,0,0,9,0,0
LOC_Os11g25100,0,0,0,0,0
LOC_Os11g25110,0,0,0,0,0
LOC_Os11g25120,0,0,0,0,0
LOC_Os11g25130,1,76,94,42,0
LOC_Os11g25140,0,0,0,0,0
LOC_Os11g25160,131,387,30,7,38
LOC_Os11g25180,0,0,0,0,0
LOC_Os11g25190,0,0,0,0,0
LOC_Os11g25200,0,0,0,0,0
LOC_Os11g25210,0,0,0,0,0
LOC_Os11g25220,0,0,0,0,0
LOC_Os11g25230,0,0,0,0,0
LOC_Os11g25240,0,0,0,0,0
LOC_Os11g25260,0,0,0,0,0
LOC_Os11g25270,0,0,0,0,0
LOC_Os11g25280,0,0,0,0,0
