LOC_Os07g12170,563
LOC_Os11g03760,448
LOC_Os05g34830,185
LOC_Os07g43140,2
LOC_Os06g42720,12816
LOC_Os07g37470,0
LOC_Os02g08364,444
LOC_Os09g26960,797
LOC_Os01g72810,15
LOC_Os03g40110,699
LOC_Os07g02330,94
LOC_Os03g46070,100
LOC_Os03g17840,28
LOC_Os09g23260,1
LOC_Os12g26480,1293
LOC_Os03g18960,2
LOC_Os01g06360,9
LOC_Os03g20600,11
LOC_Os07g36570,23
LOC_Os05g48020,241
LOC_Os07g46710,283
LOC_Os01g37180,2
LOC_Os01g27380,0
LOC_Os01g10610,455
LOC_Os04g31260,0
LOC_Os11g08830,10
LOC_Os09g27750,48
LOC_Os03g41438,430
LOC_Os04g32740,12
LOC_Os07g26660,3
LOC_Os10g34340,1
LOC_Os06g10230,0
LOC_Os11g09710,263
LOC_Os03g30160,0
LOC_Os03g36810,0
LOC_Os06g36390,207
LOC_Os05g02700,8
LOC_Os05g38160,418
LOC_Os01g31580,526
LOC_Os04g47010,23
LOC_Os01g01110,6
LOC_Os03g30092,251
LOC_Os07g42790,2
LOC_Os11g01869,159
LOC_Os09g12350,0
LOC_Os02g03040,3534
LOC_Os01g24710,2
LOC_Os12g25400,0
LOC_Os03g45980,2
LOC_Os10g22190,0
LOC_Os01g12464,17
LOC_Os08g33830,2574
LOC_Os05g06300,95
LOC_Os07g11070,151
LOC_Os02g22030,0
LOC_Os07g46600,743
LOC_Os07g37320,1144
LOC_Os05g08790,30
LOC_Os04g11970,2
LOC_Os02g42220,1046
LOC_Os05g28040,12
LOC_Os11g04930,315
LOC_Os01g57440,15
LOC_Os10g37630,398
LOC_Os08g27850,7478
LOC_Os02g09170,884
LOC_Os07g04850,483
LOC_Os03g06610,0
LOC_Os07g48030,0
LOC_Os04g35114,0
LOC_Os03g18310,195
LOC_Os06g49000,16
LOC_Os04g46600,2
LOC_Os11g14190,55
LOC_Os11g02270,6
LOC_Os03g55100,868
LOC_Os03g29140,5
LOC_Os07g09510,1118
LOC_Os04g41800,100
LOC_Os03g63950,16396
LOC_Os09g24660,407
LOC_Os01g51030,11
LOC_Os12g37880,290
LOC_Os05g13810,87
LOC_Os01g62514,5
LOC_Os05g45270,171
LOC_Os09g10950,25
LOC_Os07g36980,0
LOC_Os08g05530,140
LOC_Os04g59620,44
LOC_Os02g57450,2519
LOC_Os10g17390,0
LOC_Os06g40860,28
LOC_Os01g40620,598
LOC_Os02g16650,80
LOC_Os04g36050,1305
LOC_Os02g56030,142
LOC_Os04g33490,509
LOC_Os05g35580,206
LOC_Os02g52450,293
LOC_Os05g44810,28
LOC_Os08g10240,2
LOC_Os06g08240,0
LOC_Os08g39390,0
LOC_Os08g05870,68
LOC_Os06g37224,0
LOC_Os12g27254,5
LOC_Os08g39240,3
LOC_Os06g33140,1
LOC_Os11g26190,0
LOC_Os10g03600,114
LOC_Os01g64700,572
LOC_Os03g38745,1264
LOC_Os01g52260,1011
LOC_Os11g37300,57
LOC_Os07g09470,3
LOC_Os04g57010,407
LOC_Os04g14260,11
LOC_Os01g50410,5
LOC_Os09g27360,56
LOC_Os06g06300,270
LOC_Os02g03090,374
LOC_Os04g40670,1263
LOC_Os10g02260,212
LOC_Os03g55010,25
LOC_Os04g34380,6
LOC_Os05g25620,0
LOC_Os02g05070,0
LOC_Os07g48229,38
LOC_Os08g37480,877
LOC_Os03g25720,545
LOC_Os02g42030,9
LOC_Os10g19331,0
LOC_Os03g11450,49
LOC_Os01g51840,4
LOC_Os11g14420,355
LOC_Os09g24150,371
LOC_Os04g42460,0
LOC_Os03g17960,3
LOC_Os01g50170,131
LOC_Os07g39260,11
LOC_Os03g52390,15
LOC_Os01g03914,416
LOC_Os11g48000,41
LOC_Os09g19510,2
LOC_Os06g50850,70
LOC_Os07g26750,36
LOC_Os07g01930,199
LOC_Os06g28250,1
LOC_Os01g71490,0
LOC_Os02g52790,0
LOC_Os05g49270,257
LOC_Os04g49670,29
LOC_Os01g55070,12
LOC_Os08g05630,149
LOC_Os05g25040,2
LOC_Os02g12910,92
LOC_Os03g38800,0
LOC_Os11g10434,13
LOC_Os11g36400,3
LOC_Os11g35450,5
LOC_Os12g03100,310
LOC_Os11g32360,300
LOC_Os07g07670,512
ChrUn.fgenesh.mRNA.96,782
LOC_Os12g32640,0
LOC_Os05g16660,841
LOC_Os07g47630,1191
LOC_Os01g32300,450
LOC_Os07g30010,14
LOC_Os08g08220,993
LOC_Os03g39530,17
LOC_Os12g15390,0
LOC_Os04g46960,1939
LOC_Os03g08080,1750
LOC_Os04g11890,8
LOC_Os09g29584,2
LOC_Os09g04200,0
LOC_Os05g06490,208
LOC_Os01g08740,4
LOC_Os04g43840,101
LOC_Os03g05220,182
LOC_Os04g54390,2
LOC_Os10g40806,0
LOC_Os01g31930,0
LOC_Os05g12380,91
LOC_Os03g32526,148
LOC_Os10g42420,757
LOC_Os09g35960,618
LOC_Os07g32420,1304
LOC_Os08g42350,0
LOC_Os12g18690,0
LOC_Os12g12090,14
LOC_Os04g55250,0
LOC_Os02g53330,1106
LOC_Os04g43670,1
LOC_Os07g32870,2
LOC_Os06g04620,286
LOC_Os05g22960,322
LOC_Os02g38310,0
LOC_Os12g05090,182
LOC_Os10g17489,3
LOC_Os01g28070,0
LOC_Os04g56140,1448
LOC_Os07g37920,63
LOC_Os03g45220,305
LOC_Os01g67720,1115
LOC_Os10g21620,0
LOC_Os02g01890,24
LOC_Os05g30140,255
