Reaction,Lower Bound,Upper Bound
ACCOAC_OSAr_M,0.0,15.997976240104432
FAC_Osc_M,0.0,8.910513072888408
FAC_Osr_M,0.0,15.997976240104382
EX_co2(e),-29.0,-26.099999999999927
EX_h2o(e),-247.01735811115915,0.0
EX_h(e),-80.83988314454581,0.0
EX_no3(e),-0.6458020230868828,0.0
EX_o2(e),-240.78072389756915,0.0
EX_pi(e),-14.614116884040357,0.0
EX_so4(e),-0.1526315789473683,0.0
EX_so3(e),-0.1526315789473709,0.0
EX_h2s(e),-0.15263157894737095,0.0
EX_nh4(e),-5.588264743428974,-0.7535738314530196
EX_mg2(e),-0.08529411764706013,0.0
EX_photonVis(e),-1525.0,-1475.0
PRISM_white_LED_M,1340.909090909091,1386.3636363636365
RPSI_430(u)_M,3.566530995989303,3.775615795454546
RPSI_450(u)_M,182.1819657459893,188.44581104545455
RPSI_470(u)_M,0.0,263.37018261363636
RPSI_490(u)_M,0.0,69.85874025
RPSI_510(u)_M,0.0,204.60497861363638
RPSI_530(u)_M,0.0,183.06548488636366
RPSI_550(u)_M,0.0,43.53405022727273
RPSI_570(u)_M,0.0,6.36639889084091
RPSI_590(u)_M,0.6993790641711042,0.8112722727272728
RPSI_610(u)_M,1.0917754997188478,1.2169702823613637
RPSI_630(u)_M,0.0,19.549460227272725
RPSI_650(u)_M,0.0,194.23946350000003
RPSI_670(u)_M,0.0,202.95268131818182
RPSII_450(u)_M,0.0,188.44581104545455
RPSII_470(u)_M,0.0,263.37018261363636
RPSII_490(u)_M,0.0,69.85874025
RPSII_510(u)_M,0.0,204.60497861363638
RPSII_530(u)_M,0.0,183.06548488636366
RPSII_550(u)_M,0.0,43.53405022727273
RPSII_570(u)_M,0.0,6.36639889084091
RPSII_630(u)_M,0.0,19.549460227272725
RPSII_650(u)_M,0.0,194.23946350000003
RPSII_670(u)_M,196.21320092780746,202.95268131818182
RPSII_690(u)_M,4.283888837148394,4.517290851568182
CO2tex_M,26.099999999999966,29.0
Htex_M,-44.53911684980453,80.51348275407929
O2tex_M,0.0,240.780723897569
Pitex_M,-20.991526143805583,51.555653309256826
MG2tex_M,0.0,0.0852941176470606
PPASs_M,3.1320978465349754,54.06481885883956
PPASx_M,0.0,9.19912859582014
PPAIcxc_M,0.0,20.78819885700261
APLs_M,0.0,0.19597453560687958
CATv_M,0.0,18.556867966694547
CATs_M,0.0,75.9221541161632
CATx_M,0.0,10.79752624869572
CATm_M,0.0,13.468657176041889
GLUSfs_M,0.0,1.9374060692609962
RBPCs_M,22.902688726973917,49.976985532307545
CYOO6m_M,0.0,14.12003539790167
NO3Rm_M,0.0,0.6458020230869426
AOXm_M,0.0,33.779576499290776
ATPPHc_M,0.0,36.23637111424718
ATPPHm_M,0.0,34.18505763454143
ATPSs_M,121.98424727034839,254.25513822187168
ATPSm_M,0.0,44.87261203469145
GLUSys_M,0.0,53.241142857042455
GTHRc_M,0.0,50.01235775569813
GTHRs_M,0.0,52.39008665190907
GTHRm_M,0.0,10.386364184558499
ADK1c_M,0.0,6.671194237379525
ADK1s_M,0.0,20.220425053988453
ATPAPc_M,0.0,18.922885442377847
DPCOAKc_M,0.0,0.15263157894737214
DHDHc_M,-8.804336572023908,0.0
BUPNc_M,0.0,9.0571746069747
DHPDc_M,0.0,9.056601748497005
UTPRc_M,0.0,5.670937668701563
DUMPc_M,0.0,5.297879268682674
DUTNHc_M,0.0,15.77585220824189
DUDTc_M,0.0,9.056601748503738
TDSRc_M,0.0,9.057174606967875
ATDUDc_M,0.0,14.098666923906453
DUMPKc_M,-9.05660174850354,18.151247070316057
ATCDc_M,0.0,14.601890777326005
ATCDs_M,0.0,14.601890777325826
CMPKc_M,0.0,14.601890777325984
CMPKs_M,0.0,0.46497745662255546
ATUDc_M,0.0,21.092452626506816
ATUDs_M,0.0,20.06927969972609
APPRTs_M,-0.9666666666666547,0.0
PEPSs_M,0.0,0.6525899162997769
PYKc_M,0.0,14.900852779265648
PYKs_M,0.0,6.22359023881141
PPDKc_M,0.0,0.31
MDH2c_M,0.0,7.617459009971637
ACSc_M,0.0,10.84805930508347
ACSx_M,0.0,7.48661869460659
GLU5Kc_M,0.0,4.4931589059891115
PYR5CDym_M,0.0,5.730389959801422
GALs_M,0.0,42.07219944419916
AGATm_M,-5.176373094072317,14.591776369574136
ALAATc_M,-57.15196092917563,0.0
AAATc_M,0.0,0.04473891776973371
ASPCLc_M,-9.056601748503423,0.15263157894737484
ICDHm_M,0.0,1.2591125170669584
GTHPc_M,0.0,35.04640930681739
GTHPm_M,0.0,10.38424280227775
GALKc_M,0.0,40.73849087004764
UGLTc_M,-25.225379081776907,36.84079061063156
THPc_M,0.0,14.025475533619286
GALUic_M,0.0,18.097236722449185
ATGDs_M,0.0,11.129139873646485
MDHys_M,-10.773066852652075,1.9374060692610127
MDHm_M,0.4028604114202595,11.18
ATPCSc_M,0.0,21.483524188401997
CSx_M,0.0,10.160391450662685
CSm_M,0.40286041142025375,11.18
OXAACc_M,0.0,7.489234381232344
ASPTAc_M,-16.192387480712977,5.254592133525083
ASPTAs_M,-1.9374060692610575,6.631797624691574
GLYTAx_M,0.0,20.061420448019906
LYSDCs_M,0.0,0.5800000000000068
PDHam1s_M,0.0,9.42670946831258
PDHam2s_M,0.0,9.25582614224476
PDHe2s_M,0.0,9.250310142720004
PDHe3s_M,0.0,9.25552964725428
DAPDCs_M,0.0,0.5799999999998867
MALSx_M,0.0,10.160391450662654
GOXx_M,0.0,21.751955985727925
ICLx_M,0.0,5.516634227501159
ASPKs_M,0.02168763404202962,10.726959784477934
ASPALc_M,0.0,12.32924095909807
ASNNc_M,0.0,14.362336903300623
NOSc_M,0.0,0.32290101154350376
HCGALc_M,0.0,0.04473891776973386
PSPs_M,0.0,8.17123009059838
CYSTGLs_M,0.0,0.1696852920114425
CYSTBSs_M,0.0,4.681802997993797
SATc_M,0.0,1.291604046174219
SGATx_M,1.206043453791298,7.029485165069607
HCYSMTc_M,0.0,1.9459802501616932
AMETAHYCSTc_M,-1.9374060692608144,0.0
ENOc_M,0.0,128.31692156440536
ENOs_M,-33.09595036515893,18.10124791628486
ORNTAc_M,-0.04473891776973384,0.0
TRYPTORc_M,0.0,0.2900000000000258
IAAALASc_M,0.0,14.352297502454835
IAALEUSc_M,0.0,13.46110287834697
IAAALAHc_M,0.0,13.81747623726282
IAALEUHc_M,0.0,14.396244590677089
SERHs_M,0.0,0.2899999999999863
PPDHc_M,0.0,0.3262949581498855
PPDHs_M,0.0,0.32629495814988624
MALCOADCc_M,0.0,0.5800000000000114
ICHDxm_M,0.0,1.2591125170670332
ACALDHc_M,0.0,10.3021327168005
34HPPORs_M,0.0,0.1074074074074062
PPORs_M,0.0,0.1074074074073937
ARGDHTs_M,0.0,0.3262949581499157
ARGOAT2s_M,0.0,0.3262949581498707
ARGDHs_M,0.0,0.32448765531302654
GLYDHDm_M,-7.707752819355757,11.832773147129062
DHLDHm_M,-7.704129290817182,11.880692832542426
MTAMnh4m_M,-7.70412929081721,11.884111745346921
THRAc_M,0.0,10.777139588579743
MDHARc_M,0.0,70.05197958726284
MDHARyc_M,0.0,149.37380989637143
MDHARys_M,0.0,68.73688964080533
ASCOXc_M,0.0,76.45219903130332
ASCPO1c_M,0.0,33.41254480372447
ASCPO1s_M,0.0,64.45644328567712
FBPc_M,0.0,33.97710094189687
FBPs_M,0.0,35.1695355666529
SPSc_M,0.0,13.56025981773988
PGI1c_M,-51.13685608637097,13.711201788278572
PGI1s_M,-23.824143193402712,21.437530374433464
NO2Rs_M,0.0,0.6458020230870049
NODOx_M,0.0,0.3229010115435494
NODOy_M,0.0,0.3229010115435027
INVc_M,0.0,18.558509077078853
SPPc_M,0.0,12.9563691410916
SUSc_M,0.0,18.7134752420273
SULRs_M,0.0,1.2916040461740212
XYL2c_M,0.0,51.79500080341007
XYL2v_M,0.0,18.743010375954153
FKc_M,0.0,13.470162670302582
AATCs_M,0.0,1.291604046173873
AATCm_M,0.0,1.291604046173868
3SPYRSPs_M,0.0,1.2916040461737759
3SPYRSPm_M,0.0,1.2916040461740146
LCYSTSs_M,0.0,1.2916040461742997
LCYSTSm_M,0.0,1.2916040461740144
CYSSc_M,0.0,1.2916040461739557
CYSSs_M,0.0,1.288888888888924
SHMTm_M,-7.735672340147756,11.873206162872512
METSs_M,-1.937406069261003,0.0
MLTHFR_Fc_M,-1.9374060692610022,0.0
GLPATs_M,3.1320978465349754,58.10476993350781
ORPDCs_M,0.0,8.728078756089442
ATNSs_M,0.0,0.2900000000000049
TPIc_M,0.0,74.13427763850724
TPIs_M,-89.75959742417334,0.0
RPDPKs_M,0.0,3.664178607525287
RPIc_M,-6.364498516131984,0.0
RPIs_M,9.8901521432578,22.292099519863577
GAPDH1c_M,0.0,36.58685346528683
GAPDHc_M,-45.974546691512224,27.16968626195861
GAPDH1ys_M,-110.09192380853241,-21.89323055636855
FBAc_M,-33.920693410128926,0.0
FBAs_M,-35.16906012478342,0.0
ADPARTs_M,0.0,0.004525262141844694
PRDPARs_M,0.0,0.9666666666666361
ANTPPTs_M,0.0,0.29000000000002124
FUMm_M,-8.25237092054713,0.0
ADSALs_M,0.0,0.9707394025943892
ARGSL1c_M,0.0,9.854687813791575
LATs_M,-0.16834032245845884,0.0
IMPCs_M,0.0,0.9707394025943448
ADSSs_M,0.0,0.9707394025943312
DHAD-bs_M,0.0,0.19597453560688274
HMGCOASc_M,0.0,0.6105263157894758
ACACTx_M,-0.9402260798360188,0.0
ACACTc_M,0.0,0.6105263157894956
IPMSs_M,0.0,0.16834032245845607
VALATs_M,-0.1887453242595381,0.0
VALATm_M,0.0,0.15263157894736912
MTHFDs_M,0.0,1.937406069261294
MOHMTm_M,0.0,0.15263157894736484
DURIPP_M,0.0,9.056601748496899
PRODHm_M,0.0,5.670937668744589
P5CRc_M,0.0,4.80632347987627
P5CRs_M,0.0,4.102498306505851
P5CRys_M,0.0,6.0117564339632095
CYSTALs_M,0.0,4.828353917073247
PGLYCPs_M,2.4120869075826197,16.794015208709734
XYLXYLc_M,0.0,1.101737473025024
XSc_M,0.0,2.6912342400892286
UG46DHc_M,0.0,0.10740740740741252
UDDGEc_M,0.0,0.1074074074074099
URMNORc_M,0.0,0.10740740740742061
HPRx_M,0.0,6.234067903146418
HPRyx_M,0.0,7.029485165069603
THRSs_M,0.0,10.79563291993341
PGKc_M,-10.04051434692972,27.18092755708149
PGKs_M,-110.0919238085319,-21.88862242820303
PGLYDHs_M,0.0,8.166355541746343
GLYK1s_M,1.2060434537913045,7.029485165069566
PGMc_M,0.0,61.825012435422
PGMs_M,-33.11526710906723,18.162664451734262
G6PEc_M,-16.592500038370382,6.363140272312008
PRUKs_M,35.807955242686425,67.19424500993577
GNDc_M,0.0,7.466198179863764
XYLIc_M,0.0,5.382468480178431
RPEs_M,-44.4819317678168,-22.644699718680002
TKT1s_M,-22.050679452345097,-11.374890088851496
MOPCs_M,0.0,0.1683403224584626
CHRSs_M,0.0,0.3262949581498944
CHRMs_M,0.0,0.3262949581500128
HSKs_M,0.0,10.804207100833745
HSDHys_M,0.0,10.804207100833743
GLUKAc_M,0.0,31.618529943347347
GLUKAs_M,0.0,55.41703655201683
GLUKBc_M,0.0,39.11676385895003
GGSs_M,0.0,13.854259138004345
DPHSs_M,0.0,0.32629495814989645
TALAs_M,0.0,38.6555377713987
FBA3s_M,9.979101315002557,50.55297729186951
TKT2s_M,-22.364111246812787,-11.322349859339965
SBPs_M,9.979101315002609,50.55297729187726
ASPCTs_M,0.0,8.728328088333733
ORPRTs_M,-8.728078756089511,0.0
ACONTc_M,-127.33685892267404,0.0
ACONc_M,0.0,127.37426872408145
ACONTm_M,0.1906914644354436,1.2591125170670967
ACONm_M,0.19069146443544227,1.2591125170670299
ARGSSs_M,0.0,0.04473891776973386
ARGSSc_M,0.0,3.4943972674096204
DHRs_M,0.0,8.728078756089381
PGLc_M,0.0,6.357396558665168
AGSs_M,0.7830244616337438,14.493525982026192
CYORm_M,0.0,28.240070795959802
NADORm_M,0.0,23.04062499405009
NADOR1u_M,0.0,7.856781013237594
SUCDH1m_M,0.0,5.4080745716311664
BCTA3s_M,0.0,0.16968529201146687
GACTs_M,0.0,0.04473891776973392
AOTAs_M,0.0,0.04473891776973385
AODAAc_M,0.0,0.04473891776973395
OCTs_M,0.0,0.04473891776973389
OCTc_M,0.0,0.04473891776973405
ASADHs_M,0.02168763404202962,9.150667195019832
DHDPSs_M,0.0,0.6016876340420395
SKKs_M,0.0,0.32629495814988463
SKDHs_M,0.0,0.3262949581498982
SSs_M,1.5660489232674877,29.25278016249253
